,id,name,slug,website,place,functioning,secure,country,mp3,place_name,place_geo,place_geo_x,place_geo_y,geometry,len_mp3,trail_mp3
0,LcTyJeRx,Bula FM 102.0,bula-fm-102-0,http://bulafm.fbc.com.fj/,"{'name': 'Suva', 'geo': [178.4500789, -18.1248086]}",True,False,Fiji,http://peridot.streamguys.com:7150/Bula,Suva,"[178.4500789, -18.1248086]",178.4500789,-18.1248086,POINT (178.4500789 -18.1248086),39,True
2,tkBhjLEk,Mirchi FM 97.8,mirchi-fm-97-8,http://mirchifm.fbc.com.fj/,"{'name': 'Suva', 'geo': [178.4500789, -18.1248086]}",True,False,Fiji,http://peridot.streamguys.com:7150/Mirchi,Suva,"[178.4500789, -18.1248086]",178.4500789,-18.1248086,POINT (178.4500789 -18.1248086),41,True
3,yZvnVHFS,Radio 2Day FM,radio-2day-fm,http://2dayfm.fbc.com.fj/,"{'name': 'Suva', 'geo': [178.4500789, -18.1248086]}",True,False,Fiji,http://peridot.streamguys.com:7150/2Day,Suva,"[178.4500789, -18.1248086]",178.4500789,-18.1248086,POINT (178.4500789 -18.1248086),39,True
4,BrEFxn5n,Radio Fiji GOLD FM 100.4,radio-fiji-gold-fm-100-4,http://goldfm.fbc.com.fj/,"{'name': 'Suva', 'geo': [178.4500789, -18.1248086]}",True,False,Fiji,http://peridot.streamguys.com:7150/Gold,Suva,"[178.4500789, -18.1248086]",178.4500789,-18.1248086,POINT (178.4500789 -18.1248086),39,True
5,EJsyacaD,Radio Fiji ONE FM 107.4,radio-fiji-one-fm-107-4,http://rf1.fbc.com.fj/,"{'name': 'Suva', 'geo': [178.4500789, -18.1248086]}",True,False,Fiji,http://peridot.streamguys.com:7150/RFOne,Suva,"[178.4500789, -18.1248086]",178.4500789,-18.1248086,POINT (178.4500789 -18.1248086),40,True
6,lxTrNA6S,Radio Fiji Two,radio-fiji-two,http://rf2.fbc.com.fj/,"{'name': 'Suva', 'geo': [178.4500789, -18.1248086]}",True,False,Fiji,http://peridot.streamguys.com:7150/RFTwo,Suva,"[178.4500789, -18.1248086]",178.4500789,-18.1248086,POINT (178.4500789 -18.1248086),40,True
11,HtADw4-B,Switch FM 87.9,switch-fm-87-9,http://www.theswitch.co.nz,"{'name': 'Gisborne', 'geo': [178.017649, -38.662334]}",True,False,New Zealand,http://s8.myradiostream.com:56886/listen.m4a,Gisborne,"[178.017649, -38.662334]",178.017649,-38.662334,POINT (178.017649 -38.662334),44,True
13,fTB1NGm0,Mix FM 93.8,mix-fm-93-8,https://mix.com.fj/,"{'name': 'Lautoka', 'geo': [177.4504888, -17.6169957]}",True,False,Fiji,http://fijiradio.net:8000/live,Lautoka,"[177.4504888, -17.6169957]",177.4504888,-17.6169957,POINT (177.4504888 -17.6169957),30,True
15,WaTroSoa,Kiss FM 106.9,kiss-fm-106-9,http://www.kissfm.co.nz,"{'name': 'Tauranga', 'geo': [176.1651295, -37.6877975]}",True,False,New Zealand,http://tunein-icecast.mediaworks.nz/rock_128kbps,Tauranga,"[176.1651295, -37.6877975]",176.1651295,-37.6877975,POINT (176.1651295 -37.6877975),48,True
16,WAY5wY4x,Cool Blue Taupo FM 107.5,cool-blue-taupo-fm-107-5,https://www.coolbluetaupo.com/,"{'name': 'Taupo', 'geo': [176.0702098, -38.6856924]}",True,False,New Zealand,http://37.59.28.208:8166/stream,Taupo,"[176.0702098, -38.6856924]",176.0702098,-38.6856924,POINT (176.0702098 -38.6856924),31,True
17,Ftrzc2Hy,The Chill,helpmechill,http://www.helpmechill.com/,"{'name': 'Taupo', 'geo': [176.0702098, -38.6856924]}",True,False,New Zealand,http://media-sov.musicradio.com/Chill,Taupo,"[176.0702098, -38.6856924]",176.0702098,-38.6856924,POINT (176.0702098 -38.6856924),37,True
18,dbljyPGD,Ski FM,ski-fm-network,http://skifmnetwork.co.nz,"{'name': 'Taupo', 'geo': [176.0702098, -38.6856924]}",True,False,New Zealand,http://s2.radio.co/s6436891bc/listen,Taupo,"[176.0702098, -38.6856924]",176.0702098,-38.6856924,POINT (176.0702098 -38.6856924),36,True
20,kx1rB5Be,Radio Control,radio-control,http://radiocontrol.org.nz/,"{'name': 'Palmerston North', 'geo': [175.6082145, -40.3523065]}",True,False,New Zealand,http://ice1.outcastdigital.com:8000/radiocontrol,Palmerston North,"[175.6082145, -40.3523065]",175.6082145,-40.3523065,POINT (175.6082145 -40.3523065),48,True
24,zxcvhPdi,KIX FM,kixfm,http://kixfm.co.nz,"{'name': 'Wellington', 'geo': [174.776236, -41.2864603]}",True,False,New Zealand,http://stream.amsmusic.co.nz:8178/stream,Wellington,"[174.776236, -41.2864603]",174.776236,-41.2864603,POINT (174.776236 -41.2864603),40,True
28,HgaKaanE,RNZ International,rnz-international,http://www.rnzi.com/,"{'name': 'Wellington', 'geo': [174.776236, -41.2864603]}",True,False,New Zealand,http://radionz-ice.streamguys.com/international.mp3,Wellington,"[174.776236, -41.2864603]",174.776236,-41.2864603,POINT (174.776236 -41.2864603),51,True
29,D5TltEXG,RNZ National,rnz-national,http://www.radionz.co.nz/national,"{'name': 'Wellington', 'geo': [174.776236, -41.2864603]}",True,False,New Zealand,http://radionz-ice.streamguys.com/national.mp3,Wellington,"[174.776236, -41.2864603]",174.776236,-41.2864603,POINT (174.776236 -41.2864603),46,True
31,JEWAYMhr,World FM,worldfm,http://www.worldfm.co.nz,"{'name': 'Wellington', 'geo': [174.776236, -41.2864603]}",True,False,New Zealand,http://www.worldfm.co.nz:8882/worldfm.mp3?.mp3=,Wellington,"[174.776236, -41.2864603]",174.776236,-41.2864603,POINT (174.776236 -41.2864603),47,True
32,GqF4MoVB,95bFM,95bfm,http://www.95bfm.co.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://streams.95bfm.com/stream128,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),34,True
33,ghWDelYs,Auckland 80s,auckland-80s,http://auckland80s.com,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://janus.shoutca.st:8020/stream,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),35,True
34,Hk8h781T,Coast FM 105.4,coast-fm-105-4,https://www.thecoast.net.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://ais-nzme.streamguys1.com/nz_011_aac,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),42,True
35,X77Pz9Rz,Dave FM,dave-fm,http://www.davefm.net,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://s13.myradiostream.com:4618/listen.mp3,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),44,True
36,kjWml9tP,East FM,east-fm,http://www.eastfm.nz,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://listen.eastfm.nz/stream.mp3,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),34,True
37,orDCjTzt,Flava FM 95.8,flava,http://www.flava.co.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://ais-nzme.streamguys1.com/nz_010_aac,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),42,True
38,rwoGjzXl,Hauraki FM 99.0,hauraki,http://www.hauraki.co.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://ais-nzme.streamguys1.com/nz_009_aac,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),42,True
41,nVkziZFM,Life FM Auckland,lifefm,http://www.lifefm.co.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://rhema-radio.streamguys1.com/rhema-lifefm.mp3,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),51,True
42,t_YN3u3z,Mad FM Worldwide,mad-fm-worldwide,http://madfm.net/index.html,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://falcon.shoutca.st:8325/stream,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),36,True
43,FgvMxukC,Mai FM 88.6,mai-fm-88-6,https://www.maifm.co.nz/home.html,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://tunein-icecast.mediaworks.nz/maifm_128kbps,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),49,True
44,lYHY8bcX,Newstalk ZB FM 89.4,newstalkzb,http://www.newstalkzb.co.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://ais-nzme.streamguys1.com/nz_002_aac,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),42,True
46,f93z2vPu,Radio 531pi,radio-531pi,http://radio531pi.com/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://19263.live.streamtheworld.com/531PI.mp3,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),46,True
47,OcCpANAj,Radio Adhurs,radio-adhurs,http://www.radioadhurs.co.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://188.165.192.5:8817/stream,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),32,True
48,X1UiKQ6O,Radio City,radio-city,http://radiocityfm.co,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://54.251.110.128:8000/live,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),31,True
49,TlNCmDuD,Radio Samoa,radio-samoa,http://www.radiosamoa.co.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://radiosamoa.stream.broadcast.co.nz:8000/rsamoa48k,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),55,True
51,VFzuGP88,Radio Tarana AM 1386,radio-tarana-am-1386,https://www.facebook.com/RadioTaranaNZ,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://peridot.streamguys.com:7150/Tarana.aac,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),45,True
53,ICK16ZSL,Radio Waatea AM 603,radio-waatea-am-603,http://www.waateanews.com/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://apple.irirangi.net:8000/I_Waatea.aac,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),43,True
54,4dQ5g0Cb,Radio New Zealand National,radionz,http://www.radionz.co.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://radionz-ice.streamguys.com/national.mp3,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),46,True
55,UxJP4kYN,New Zealand's Rhema,rhema,http://www.rhema.co.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://rhema-radio.streamguys1.com/rhema.mp3,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),44,True
56,3bbYzlbZ,Star AM 882,star-am-882,https://www.star.net.nz/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://rhema-radio.streamguys1.com/rhema-star.mp3,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),49,True
57,zAbB0uYZ,TAB Trackside Radio,tab-trackside-radio-am-1476,http://static.tab.co.nz/content/trackside/index.html,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://falcon.shoutca.st:8103/TAB,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),33,True
58,Jp5DQhph,The Breeze FM 93.4,the-breeze-fm-93-4,https://www.thebreeze.co.nz/home.html,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://tunein-icecast.mediaworks.nz/breeze_128kbps,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),50,True
59,WnItD4EO,West FM,west-fm,http://westfmradio.com,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://dledgar.dyndns.org:8000/westfm,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),37,True
60,CP4KHede,ZFM – All The Hits,zfm-all-the-hits,http://zfmglobal.com,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://nebula.shoutca.st:8545/stream,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),36,True
61,M8y1ggwt,ZM Online FM 91.0,zm-online-fm-91-0,https://www.zmonline.com/,"{'name': 'Auckland', 'geo': [174.7633315, -36.8484597]}",True,False,New Zealand,http://ais-nzme.streamguys1.com/nz_008_aac,Auckland,"[174.7633315, -36.8484597]",174.7633315,-36.8484597,POINT (174.7633315 -36.8484597),42,True
64,69r67ASK,Heads FM 106.4,heads,https://www.facebook.com/Heads106.4FM,"{'name': 'Mangawhai', 'geo': [174.5744737, -36.1261904]}",True,False,New Zealand,http://144.217.195.24:8760/stream,Mangawhai,"[174.5744737, -36.1261904]",174.5744737,-36.1261904,POINT (174.5744737 -36.1261904),33,True
66,fFWVqmft,Ngāti Hine FM,ngati-hine-fm,http://ngatihinefm.co.nz,"{'name': 'Whangarei', 'geo': [174.32462004346917, -35.72264818444263]}",True,False,New Zealand,http://apple.irirangi.net:8000/N_Ngati_Hene.aac,Whangarei,"[174.32462004346917, -35.72264818444263]",174.32462004346917,-35.72264818444263,POINT (174.3246200434692 -35.72264818444263),47,True
67,4qksMdzI,The Generator,the-generator,http://thegenerator.co.nz,"{'name': 'Whangarei', 'geo': [174.32462004346917, -35.72264818444263]}",True,False,New Zealand,http://s1.myradiostream.com:14268/listen.mp3,Whangarei,"[174.32462004346917, -35.72264818444263]",174.32462004346917,-35.72264818444263,POINT (174.3246200434692 -35.72264818444263),44,True
69,LYdgNZTr,Cruize FM 105.2,cruize-fm-105-2,https://www.cruize.fm,"{'name': 'New Plymouth', 'geo': [174.0752278, -39.0556253]}",True,False,New Zealand,http://cruizefm.out.airtime.pro:8000/cruizefm_a,New Plymouth,"[174.0752278, -39.0556253]",174.0752278,-39.0556253,POINT (174.0752278 -39.0556253),47,True
70,AHtbT5lh,The Most 100.4 FM,mostfm,http://www.mostfm.co.nz/,"{'name': 'New Plymouth', 'geo': [174.0752278, -39.0556253]}",True,False,New Zealand,http://gordon.mostfm.com:8000/high?.mp3=,New Plymouth,"[174.0752278, -39.0556253]",174.0752278,-39.0556253,POINT (174.0752278 -39.0556253),40,True
71,MkTv2Nzp,Awa Whanui Big River FM,awa-whanui-big-river-fm,http://www.bigriverfm.co.nz,"{'name': 'Dargaville', 'geo': [173.8691427, -35.9401291]}",True,False,New Zealand,http://bigriver.broadcast.co.nz/bigriverfm,Dargaville,"[173.8691427, -35.9401291]",173.8691427,-35.9401291,POINT (173.8691427 -35.9401291),42,True
73,YmexLgIZ,World FM,world-fm,http://www.worldfm.co.nz,"{'name': 'Marahau', 'geo': [173.0088963, -41.0077925]}",True,False,New Zealand,http://worldfm.radio:8882/worldfmstereo.mp3,Marahau,"[173.0088963, -41.0077925]",173.0088963,-41.0077925,POINT (173.0088963 -41.0077925),43,True
74,lWw8pNel,Radio Kiribati AM 1440,kiribati-radio-live,https://www.facebook.com/kiriradiolive/,"{'name': 'Tarawa', 'geo': [172.9716617, 1.4518171]}",True,False,Kiribati,http://streamer3.rightclickitservices.com:9790/stream,Tarawa,"[172.9716617, 1.4518171]",172.9716617,1.4518171,POINT (172.9716617 1.4518171),53,True
75,PAdQop2V,8K.NZ,8k,http://www.8k.nz,"{'name': 'Christchurch', 'geo': [172.6362254, -43.5320544]}",True,False,New Zealand,http://radio8k.out.airtime.pro:8000/radio8k_a,Christchurch,"[172.6362254, -43.5320544]",172.6362254,-43.5320544,POINT (172.6362254 -43.5320544),45,True
79,wE9oi9ku,RDU 98.5FM,rdu-98-5fm,http://www.rdu.org.nz/,"{'name': 'Christchurch', 'geo': [172.6362254, -43.5320544]}",True,False,New Zealand,http://live.outcastdigital.com:8000/rdu,Christchurch,"[172.6362254, -43.5320544]",172.6362254,-43.5320544,POINT (172.6362254 -43.5320544),39,True
80,Owx3dhOl,Static: New Zealand,static-new-zealand,http://www.staticmultimedianetwork.com,"{'name': 'Christchurch', 'geo': [172.6362254, -43.5320544]}",True,False,New Zealand,http://streamingv2.shoutcast.com/Static-NewZealand,Christchurch,"[172.6362254, -43.5320544]",172.6362254,-43.5320544,POINT (172.6362254 -43.5320544),50,True
82,IQScZo2t,Rock It 107.5,rock-it-107-5,http://www.rockit1075.com,"{'name': 'Port Chalmers', 'geo': [170.6213504, -45.81589659999999]}",True,False,New Zealand,http://108.163.223.242:8368/stream,Port Chalmers,"[170.6213504, -45.81589659999999]",170.6213504,-45.81589659999999,POINT (170.6213504 -45.81589659999999),34,True
84,WKCWp8pE,Radio One 91 FM,r1,http://www.r1.co.nz/,"{'name': 'Dunedin', 'geo': [170.5027976, -45.8787605]}",True,False,New Zealand,http://stream.r1.co.nz:8090/r1-high.mp3,Dunedin,"[170.5027976, -45.8787605]",170.5027976,-45.8787605,POINT (170.5027976 -45.8787605),39,True
85,E9qgbiOF,High Country FM,high-country-fm,http://www.highcountryfm.co.nz,"{'name': 'Omarama', 'geo': [169.9669277, -44.4880399]}",True,False,New Zealand,http://s40.myradiostream.com:13548/listen.mp3,Omarama,"[169.9669277, -44.4880399]",169.9669277,-44.4880399,POINT (169.9669277 -44.4880399),45,True
86,U2fV7mDx,OMCRN,omcrn,http://www.omcrn.com,"{'name': 'Wanaka', 'geo': [169.1320981, -44.7031813]}",True,False,New Zealand,http://93.190.141.15:7096/stream,Wanaka,"[169.1320981, -44.7031813]",169.1320981,-44.7031813,POINT (169.1320981 -44.7031813),32,True
87,9qPPtogl,Radio Wanaka FM 92.2,radio-wanaka-fm-92-2,https://www.wanakalive.com/,"{'name': 'Wanaka', 'geo': [169.1320981, -44.7031813]}",True,False,New Zealand,http://ais-nzme.streamguys1.com/nz_117_aac,Wanaka,"[169.1320981, -44.7031813]",169.1320981,-44.7031813,POINT (169.1320981 -44.7031813),42,True
88,Pkyja8-1,Roy FM 104.2,roy-fm-104-2,https://www.wanakalive.com/,"{'name': 'Wanaka', 'geo': [169.1320981, -44.7031813]}",True,False,New Zealand,http://ais-nzme.streamguys1.com/nz_121_aac,Wanaka,"[169.1320981, -44.7031813]",169.1320981,-44.7031813,POINT (169.1320981 -44.7031813),42,True
89,Rva8VkrM,Cave FM Gore,cave-fm-gore,http://stream.velocitynet.co.nz:2199/start/cavefm,"{'name': 'Gore', 'geo': [168.945819, -46.09879919999999]}",True,False,New Zealand,http://103.242.48.2:8010/stream,Gore,"[168.945819, -46.09879919999999]",168.945819,-46.09879919999999,POINT (168.945819 -46.09879919999999),31,True
93,pH28apWi,Radio Vanuatu AM 1125,vbtc,https://www.vbtc.vu/en/radio-vanuatu,"{'name': 'Port Vila', 'geo': [168.3273245, -17.7332512]}",True,False,Vanuatu,http://radio.vbtc.media:7000/radiovanuatu,Port Vila,"[168.3273245, -17.7332512]",168.3273245,-17.7332512,POINT (168.3273245 -17.7332512),41,True
94,Msb2UCDs,Océane FM,oceane-fm,http://www.oceanefm.nc,"{'name': 'Nouméa', 'geo': [166.45052429999998, -22.2558234]}",True,False,New Calédonia,http://radio.oceanefm.nc:8000/oceanenc,Nouméa,"[166.45052429999998, -22.2558234]",166.45052429999998,-22.2558234,POINT (166.4505243 -22.2558234),38,True
95,Fiq78fON,Radio Rythme Bleu,radio-rythme-bleu,https://www.rrb.nc,"{'name': 'Nouméa', 'geo': [166.45052429999998, -22.2558234]}",True,False,New Calédonia,http://radio.lagoon.nc/rrb,Nouméa,"[166.45052429999998, -22.2558234]",166.45052429999998,-22.2558234,POINT (166.4505243 -22.2558234),26,True
96,aO2h8YLi,Radio Kamchatka Live,radio-kamchatka-live,https://kamchatkalive.ru,"{'name': 'Petropavlovsk-Kamchatsky', 'geo': [158.67772590000004, 53.0409109]}",True,False,Russia,http://radio.kamchatkalive.ru:8103/dance,Petropavlovsk-Kamchatsky,"[158.67772590000004, 53.0409109]",158.67772590000004,53.0409109,POINT (158.6777259 53.0409109),40,True
98,BRRnwFuM,Svoe FM,svoe-fm,,"{'name': 'Petropavlovsk-Kamchatsky', 'geo': [158.67772590000004, 53.0409109]}",True,False,Russia,http://radio.r41.ru:8000/SvoeFM,Petropavlovsk-Kamchatsky,"[158.67772590000004, 53.0409109]",158.67772590000004,53.0409109,POINT (158.6777259 53.0409109),31,True
99,JiT0oWc3,Bay FM 99.9,bayfm,http://www.bayfm.org/,"{'name': 'Byron Bay', 'geo': [153.6123788, -28.6441616]}",True,False,Australia,http://2bay.amrapstream.com:8000/stream,Byron Bay,"[153.6123788, -28.6441616]",153.6123788,-28.6441616,POINT (153.6123788 -28.6441616),39,True
100,aZz5aaZq,4CRB 89.3 FM,4crb-89-3-fm,http://www.4crb.com/,"{'name': 'Burleigh Heads', 'geo': [153.436, -28.104]}",True,False,Australia,http://stream.4crb.com:8000/stream/1/,Burleigh Heads,"[153.436, -28.104]",153.436,-28.104,POINT (153.436 -28.104),37,True
101,SQONgMYT,Juice FM 107.3,juice-fm-107-3,https://juice1073.com.au,"{'name': 'Southport', 'geo': [153.4183144, -27.973794]}",True,False,Australia,http://stream2.cnmns.net/juice1073,Southport,"[153.4183144, -27.973794]",153.4183144,-27.973794,POINT (153.4183144 -27.973794),34,True
102,yYtlaoqo,ABC Gold Coast FM 91.7,abc-gold-coast-fm-91-7,https://www.abc.net.au/radio/goldcoast/programs/,"{'name': 'Gold Coast City', 'geo': [153.4, -28.016667]}",True,False,Australia,http://live-radio01.mediahubaustralia.com/4GLDW/aac/,Gold Coast City,"[153.4, -28.016667]",153.4,-28.016667,POINT (153.4 -28.016667),52,True
105,9aguQLRd,The Breeze FM 100.6,the-breeze-fm-100-6,https://thebreeze.com.au/,"{'name': 'Helensvale', 'geo': [153.3387693, -27.9032293]}",True,False,Australia,http://au1.fastcast4u.com/proxy/brzgc?mp=%2Fstream&1568024259967=,Helensvale,"[153.3387693, -27.9032293]",153.3387693,-27.9032293,POINT (153.3387693 -27.9032293),65,True
108,TALVwvIY,Nim FM 102.3,nim-fm-102-3,http://www.nimfm.org/index.php?page=listen,"{'name': 'Nimbin', 'geo': [153.223056, -28.595833]}",True,False,Australia,http://uk5.internet-radio.com:8055/;stream,Nimbin,"[153.223056, -28.595833]",153.223056,-28.595833,POINT (153.223056 -28.595833),42,True
109,gTowykUd,Richmond Valley Radio FM 88.9,-88-9-fm-richmond-valley-radio,https://www.radio889.org.au/listen-live,"{'name': 'Bora Ridge', 'geo': [153.1753315, -29.056057]}",True,False,Australia,http://stream.radio889.org.au:9300/listen.aac,Bora Ridge,"[153.1753315, -29.056057]",153.1753315,-29.056057,POINT (153.1753315 -29.056057),45,True
111,IpCtwem3,Vision Christian Radio,vision-christian-radio,https://vision.org.au/radio/,"{'name': 'Underwood', 'geo': [153.11235961914065, -27.609279349631596]}",True,False,Australia,http://edge-audio-04-gos1.sharp-stream.com/ucbau2.mp3,Underwood,"[153.11235961914065, -27.609279349631596]",153.11235961914065,-27.609279349631596,POINT (153.1123596191406 -27.6092793496316),53,True
112,JxeJ5f6b,Sunshine FM 104.9,sunshine-fm-104-9,http://www.sunshinefm.com.au/,"{'name': 'Sunshine Coast', 'geo': [153.066667, -26.65]}",True,False,Australia,http://198.74.51.37:9306/stream,Sunshine Coast,"[153.066667, -26.65]",153.066667,-26.65,POINT (153.066667 -26.65),31,True
113,c5ebez-l,Salt FM 106.5,salt-fm-106-5,https://salt1065.com,"{'name': 'Buderim', 'geo': [153.053, -26.685]}",True,False,Australia,http://stream2.cnmns.net/106fivesc-mp3,Buderim,"[153.053, -26.685]",153.053,-26.685,POINT (153.053 -26.685),38,True
114,OEFbZMer,Sunshine FM 104.9,sunshine-fm-104-9,http://www.sunshinefm.com.au/listen-live.html,"{'name': 'Buderim', 'geo': [153.053, -26.685]}",True,False,Australia,http://198.74.51.37:9306/stream,Buderim,"[153.053, -26.685]",153.053,-26.685,POINT (153.053 -26.685),31,True
115,Vxv73ijX,Harman Radio,harman-radio,http://harmanradio.com,"{'name': 'Bonville', 'geo': [153.05, -30.383333]}",True,False,Australia,http://harmanradio.net:8000/channel1_HQ.mp3,Bonville,"[153.05, -30.383333]",153.05,-30.383333,POINT (153.05 -30.383333),43,True
116,hNza6ZVo,96five Family Radio,96five-family-radio,https://www.96five.com/,"{'name': 'Brisbane', 'geo': [153.02512350000006, -27.4697707]}",True,False,Australia,http://stream2.cnmns.net/96five-mp3,Brisbane,"[153.02512350000006, -27.4697707]",153.02512350000006,-27.4697707,POINT (153.0251235000001 -27.4697707),35,True
120,nCydrC0y,Radio Rhythm AM 1053,radio-rhythm-am-1053,http://radiorhythm.com.au/,"{'name': 'Brisbane', 'geo': [153.02512350000006, -27.4697707]}",True,False,Australia,http://37.187.93.104:8180/stream2,Brisbane,"[153.02512350000006, -27.4697707]",153.02512350000006,-27.4697707,POINT (153.0251235000001 -27.4697707),33,True
125,PjQkaKEz,96five Family Radio,96five-family-radio,http://www.96five.com/,"{'name': 'Alderley', 'geo': [153.005, -27.423889]}",True,False,Australia,http://stream2.cnmns.net/96five-mp3,Alderley,"[153.005, -27.423889]",153.005,-27.423889,POINT (153.005 -27.423889),35,True
126,qW4VWHKN,96five Family Radio Digital,96five-family-radio-digital,http://www.96five.com/,"{'name': 'Alderley', 'geo': [153.005, -27.423889]}",True,False,Australia,http://stream2.cnmns.net/96fivedig-mp3,Alderley,"[153.005, -27.423889]",153.005,-27.423889,POINT (153.005 -27.423889),38,True
127,9b7mFVM3,Salt 106.5 FM,salt-106-5-fm,https://salt1065.com/listen/,"{'name': 'Woombye', 'geo': [152.966667, -26.666667]}",True,False,Australia,http://stream2.cnmns.net/106fivesc-mp3,Woombye,"[152.966667, -26.666667]",152.966667,-26.666667,POINT (152.966667 -26.666667),38,True
128,smjY8Mpb,101.5 FM Moreton Bay's Own,-5-fm-moreton-bay-s-own,http://1015fm.com.au/,"{'name': 'Caboolture', 'geo': [152.966667, -27.066667]}",True,False,Australia,http://streaming.lava.net.au/au_qld_4our_caboolture1015?type=.mp3,Caboolture,"[152.966667, -27.066667]",152.966667,-27.066667,POINT (152.966667 -27.066667),65,True
129,Xm2GHS1C,Fraser Coast FM 107.5,fraser-coast-fm-107-5,http://www.frasercoast.fm/liveaudioplayer,"{'name': 'Pialba', 'geo': [152.8294091, -25.2812998]}",True,False,Australia,http://eno.emit.com:8000/4fcr_live_64.aacp,Pialba,"[152.8294091, -25.2812998]",152.8294091,-25.2812998,POINT (152.8294091 -25.2812998),42,True
